Original,,,aWhere,,,,,,,,,,,
2395,240.4915924,2839.0207,2404915924,2839020700,2,40,4915924,-2.666666667,28,39,9020700,28.65,,
2397,2169863,28527649,2169863000,2852764900,2,16,9863000,-2.266666667,28,52,2764900,28.86666667,,
2398,2383791,28452867,2383791000,2845286700,2,38,3791000,-2.633333333,28,45,5286700,28.75,,
2399,02  41 8895,028 38 9635,2418895000,2838963500,2,41,8895000,-2.683333333,28,38,8963500,28.63333333,,
2400,2117299,28510504,2117299000,2851050400,2,11,7299000,-2.183333333,28,51,1050400,28.85,,
2401,212.1750031,2851.6079,2121750031,2851607900,2,12,1750031,-2.2,28,51,1607900,28.85,,
2402,21.265325,17189.522,2126532500,1718952200,2,12,6532500,-2.2,17,18,8952200,17.3,,
2406,02'17.5492',02'852.8841',2175492000,2852884100,2,17,5492000,-2.283333333,28,52,2884100,28.86666667,,
2407,02°16' 2677'',028°52'9629'',2162677000,2852962900,2,16,2677000,-2.266666667,28,52,2962900,28.86666667,,
2409,241.8437958,2838.992676,2418437958,2838992676,2,41,8437958,-2.683333333,28,38,8992676,28.63333333,,
2416,212,02.  12. 0801,2120000000,2120801000,2,12,0,-2.2,21,20,801000,21.33333333,,
2420,02  40  2300,028  39  0356,2402300000,2839035600,2,40,2300000,-2.666666667,28,39,9035600,28.65,,
2423,28340920,28320950,2834092000,2832095000,2,83,4092000,-3.383333333,28,32,2095000,28.53333333,,
2424,2177334,28528390,2177334000,2852839000,2,17,7334000,-2.283333333,28,52,2839000,28.86666667,,
2427,211.6699066,2851.2629,2116699066,2851262900,2,11,6699066,-2.183333333,28,51,1262900,28.85,,
2428,02  37  6865,028  44  7432,2376865000,2844743200,2,37,6865000,-2.616666667,28,44,4743200,28.73333333,,
2429,2167212,28536527,2167212000,2853652700,2,16,7212000,-2.266666667,28,53,3652700,28.88333333,,
2430,02'37.7115',028'45.0668',2377115000,2845066800,2,37,7115000,-2.616666667,28,45,5066800,28.75,,
2432,02 40 2250,028 38 9750,2402250000,2838975000,2,40,2250000,-2.666666667,28,38,8975000,28.63333333,,
2433,02'40.2660',028'39.0393',2402660000,2839039300,2,40,2660000,-2.666666667,28,39,9039300,28.65,,
2434,230756,2824852,2307560000,2824852000,2,30,7560000,-2.5,28,24,4852000,28.4,,
2435,2406465,28389423,2406465000,2838942300,2,40,6465000,-2.666666667,28,38,8942300,28.63333333,,
2436,02'11.2199',028'51.7821',2112199000,2851782100,2,11,2199000,-2.183333333,28,51,1782100,28.85,,
2438,2402281,28390232,2402281000,2839023200,2,40,2281000,-2.666666667,28,39,9023200,28.65,,
2439,2112269,28504226,2112269000,2850422600,2,11,2269000,-2.183333333,28,50,422600,28.83333333,,
2440,2245601,28242235,2245601000,2824223500,2,24,5601000,-2.4,28,24,4223500,28.4,,
2442,211.1022,2851.8533,2111022000,2851853300,2,11,1022000,-2.183333333,28,51,1853300,28.85,,
2444,2113048,2851445,2113048000,2851445000,2,11,3048000,-2.183333333,28,51,1445000,28.85,,
2445,2110657,28519357,2110657000,2851935700,2,11,657000,-2.183333333,28,51,1935700,28.85,,
2448,2371855,28452076,2371855000,2845207600,2,37,1855000,-2.616666667,28,45,5207600,28.75,,
2449,2164700,28537041,2164700000,2853704100,2,16,4700000,-2.266666667,28,53,3704100,28.88333333,,
2450,02  37  6441,028  45  1343,2376441000,2845134300,2,37,6441000,-2.616666667,28,45,5134300,28.75,,
2451,217.0686798,2852.7915,2170686798,2852791500,2,17,686798,-2.283333333,28,52,2791500,28.86666667,,
2453,2420298,28388318,2420298000,2838831800,2,42,298000,-2.7,28,38,8831800,28.63333333,,
2454,2372365,26451752,2372365000,2645175200,2,37,2365000,-2.616666667,26,45,5175200,26.75,,
2455,02  41  8740,028  38  9634,2418740000,2838963400,2,41,8740000,-2.683333333,28,38,8963400,28.63333333,,
2456,2410928,28389837,2410928000,2838983700,2,41,928000,-2.683333333,28,38,8983700,28.63333333,,
2457,2377128,28447162,2377128000,2844716200,2,37,7128000,-2.616666667,28,44,4716200,28.73333333,,
2458,2417544,28384918,2417544000,2838491800,2,41,7544000,-2.683333333,28,38,8491800,28.63333333,,
2460,215.5511932,2853.171875,2155511932,2853171875,2,15,5511932,-2.25,28,53,3171875,28.88333333,,
2462,02'41.2005,028'39.1632',2412005000,2839163200,2,41,2005000,-2.683333333,28,39,9163200,28.65,,
2463,"2,379,487","28,451,993","237,948,700","284,519,930",2,37,NA,-2.616666667,28,45,NA,28.75,,
2465,217.2447968,2853.0726,2172447968,2853072600,2,17,2447968,-2.283333333,28,53,3072600,28.88333333,,
2466,02''15.6956,028''53.4636,2156956000,2853463600,2,15,6956000,-2.25,28,53,3463600,28.88333333,,
2469,2113137,28504454,2113137000,2850445400,2,11,3137000,-2.183333333,28,50,445400,28.83333333,,
2470,02'40.8947,028'38.8720,2408947000,2838872000,2,40,8947000,-2.666666667,28,38,8872000,28.63333333,,
2472,2115079,28526518,2115079000,2852651800,2,11,5079000,-2.183333333,28,52,2651800,28.86666667,,
2474,240.493103,2838.965088,2404931030,2838965088,2,40,4931030,-2.666666667,28,38,8965088,28.63333333,,
2476,02'11.4642',028'50.4279',2114642000,2850427900,2,11,4642000,-2.183333333,28,50,427900,28.83333333,,
2477,02'12.0651,028'51.5562,2120651000,2851556200,2,12,651000,-2.2,28,51,1556200,28.85,,
2480,2119745,28519873,2119745000,2851987300,2,11,9745000,-2.183333333,28,51,1987300,28.85,,
2483,02'16.2020',028'53.3223',2162020000,2853322300,2,16,2020000,-2.266666667,28,53,3322300,28.88333333,,
2484,2114386,28503789,2114386000,2850378900,2,11,4386000,-2.183333333,28,50,378900,28.83333333,,
2485,02'37.6068',028'44.8598',2376068000,2844859800,2,37,6068000,-2.616666667,28,44,4859800,28.73333333,,
2487,2165363,28531346,2165363000,2853134600,2,16,5363000,-2.266666667,28,53,3134600,28.88333333,,
2492,2410866,28391842,2410866000,2839184200,2,41,866000,-2.683333333,28,39,9184200,28.65,,
2495,2413128,28390283,2413128000,2839028300,2,41,3128000,-2.683333333,28,39,9028300,28.65,,
2497,2366594,28455918,2366594000,2845591800,2,36,6594000,-2.6,28,45,5591800,28.75,,
2498,2116946,28511121,2116946000,2851112100,2,11,6946000,-2.183333333,28,51,1112100,28.85,,
2505,2118665,28518804,2118665000,2851880400,2,11,8665000,-2.183333333,28,51,1880400,28.85,,
2507,2115244,28509058,2115244000,2850905800,2,11,5244000,-2.183333333,28,50,905800,28.83333333,,
2508,2165414,28531705,2165414000,2853170500,2,16,5414000,-2.266666667,28,53,3170500,28.88333333,,
2509,2418051,28390256,2418051000,2839025600,2,41,8051000,-2.683333333,28,39,9025600,28.65,,
2512,241.7153931,2838.5846,2417153931,2838584600,2,41,7153931,-2.683333333,28,38,8584600,28.63333333,,
2516,2370656,28453260,2370656000,2845326000,2,37,656000,-2.616666667,28,45,5326000,28.75,,
2518,2408753,28389925,2408753000,2838992500,2,40,8753000,-2.666666667,28,38,8992500,28.63333333,,
2519,240.7615967,2838.8683,2407615967,2838868300,2,40,7615967,-2.666666667,28,38,8868300,28.63333333,,
2520,02'37.1440',028'45.1233',2371440000,2845123300,2,37,1440000,-2.616666667,28,45,5123300,28.75,,
2522,02'11.6722',028'50.9232',2116722000,2850923200,2,11,6722000,-2.183333333,28,50,923200,28.83333333,,
2526,02  16  6328,028  53. 550,2166328000,2853550000,2,16,6328000,-2.266666667,28,53,3550000,28.88333333,,
2529,02 16 2820,28531925,2162820000,2853192500,2,16,2820000,-2.266666667,28,53,3192500,28.88333333,,
2531,236.7397003,2845.581787,2367397003,2845581787,2,36,7397003,-2.6,28,45,5581787,28.75,,
2531,236.7397003,2845.581787,2366457000,2845612900,2,36,6457000,-2.6,28,45,5612900,28.75,,
2531,236.6457,2845.6129,2367397003,2845581787,2,36,7397003,-2.6,28,45,5581787,28.75,,
2531,236.6457,2845.6129,2366457000,2845612900,2,36,6457000,-2.6,28,45,5612900,28.75,,
2533,02'41.7149,028'38.6171',2417149000,2838617100,2,41,7149000,-2.683333333,28,38,8617100,28.63333333,,
2534,02'42.1002',028'30.2959',2421002000,2830295900,2,42,1002000,-2.7,28,30,295900,28.5,,
2535,2175268,28528857,2175268000,2852885700,2,17,5268000,-2.283333333,28,52,2885700,28.86666667,,
2536,21110011,28518961,2111001100,2851896100,2,11,1001100,-2.183333333,28,51,1896100,28.85,,
2543,2417765,28385170,2417765000,2838517000,2,41,7765000,-2.683333333,28,38,8517000,28.63333333,,
2544,240.2664948,2839.026855,2402664948,2839026855,2,40,2664948,-2.666666667,28,39,9026855,28.65,,
2545,2118305,28509711,2118305000,2850971100,2,11,8305000,-2.183333333,28,50,971100,28.83333333,,
2546,0.2'41.363',028'39.1750',2413630000,2839175000,2,41,3630000,-2.683333333,28,39,9175000,28.65,,
2548,21263806,28596289,2126380600,2859628900,2,12,6380600,-2.2,28,59,9628900,28.98333333,,
2549,2408004,28389033,2408004000,2838903300,2,40,8004000,-2.666666667,28,38,8903300,28.63333333,,
2551,2408839,28389281,2408839000,2838928100,2,40,8839000,-2.666666667,28,38,8928100,28.63333333,,
2552,2116192,28505566,2116192000,2850556600,2,11,6192000,-2.183333333,28,50,556600,28.83333333,,
2553,2371915,28456783,2371915000,2845678300,2,37,1915000,-2.616666667,28,45,5678300,28.75,,
2554,2378029,28447802,2378029000,2844780200,2,37,8029000,-2.616666667,28,44,4780200,28.73333333,,
2559,2162487,28532144,2162487000,2853214400,2,16,2487000,-2.266666667,28,53,3214400,28.88333333,,
2560,2402059,28390174,2402059000,2839017400,2,40,2059000,-2.666666667,28,39,9017400,28.65,,
2561,02'40.9376',028'38.9239,2409376000,2838923900,2,40,9376000,-2.666666667,28,38,8923900,28.63333333,,
2562,241.9199982,2838.946,2419199982,2838946000,2,41,9199982,-2.683333333,28,38,8946000,28.63333333,,
2565,02'11.3104',028'50.7801',2113104000,2850780100,2,11,3104000,-2.183333333,28,50,780100,28.83333333,,
2566,237.3323,2845.3589,2373323000,2845358900,2,37,3323000,-2.616666667,28,45,5358900,28.75,,
2567,2112572,28518716,2112572000,2851871600,2,11,2572000,-2.183333333,28,51,1871600,28.85,,
2568,241.9234009,2838.9615,2419234009,2838961500,2,41,9234009,-2.683333333,28,38,8961500,28.63333333,,
2569,02'37.2955',028'45.5346',2372955000,2845534600,2,37,2955000,-2.616666667,28,45,5534600,28.75,,
2570,,,0,0,0,0,0,0,0,0,0,0,,
2573,217439,2174394,2174390000,2174394000,2,17,4390000,-2.283333333,21,74,4394000,22.23333333,,
2575,216.2319946,2853.474854,2162319946,2853474854,2,16,2319946,-2.266666667,28,53,3474854,28.88333333,,
2576,2377337,28451200,2377337000,2845120000,2,37,7337000,-2.616666667,28,45,5120000,28.75,,
2577,215.5989075,2853.238525,2155989075,2853238525,2,15,5989075,-2.25,28,53,3238525,28.88333333,,
2578,02  37  2254,028  44  7025,2372254000,2844702500,2,37,2254000,-2.616666667,28,44,4702500,28.73333333,,
2578,02  37  2254,028  44  7025,2372183000,2844891200,2,37,2183000,-2.616666667,28,44,4891200,28.73333333,,
2578,2372183,28448912,2372254000,2844702500,2,37,2254000,-2.616666667,28,44,4702500,28.73333333,,
2578,2372183,28448912,2372183000,2844891200,2,37,2183000,-2.616666667,28,44,4891200,28.73333333,,
2579,2639251,239802,2639251000,2398020000,2,63,9251000,-3.05,23,98,8020000,24.63333333,,
2581,2171331,28527440,2171331000,2852744000,2,17,1331000,-2.283333333,28,52,2744000,28.86666667,,
2582,2118936,28519120,2118936000,2851912000,2,11,8936000,-2.183333333,28,51,1912000,28.85,,
2583,237.9561005,2845.041504,2379561005,2845041504,2,37,9561005,-2.616666667,28,45,5041504,28.75,,
2584,2409026,28389848,2409026000,2838984800,2,40,9026000,-2.666666667,28,38,8984800,28.63333333,,
2585,2378232,28448251,2378232000,2844825100,2,37,8232000,-2.616666667,28,44,4825100,28.73333333,,
2586,211.2001953,2851.8323,2112001953,2851832300,2,11,2001953,-2.183333333,28,51,1832300,28.85,,
2587,02'40.5748',028'38.9313,2405748000,2838931300,2,40,5748000,-2.666666667,28,38,8931300,28.63333333,,
2590,02 12 0255,028  52  1054,2120255000,2852105400,2,12,255000,-2.2,28,52,2105400,28.86666667,,
2591,2165314,28537332,2165314000,2853733200,2,16,5314000,-2.266666667,28,53,3733200,28.88333333,,
2592,212.1023,2852.8534,2121023000,2852853400,2,12,1023000,-2.2,28,52,2853400,28.86666667,,
2594,02'41.4530',028'39.0795',2414530000,2839079500,2,41,4530000,-2.683333333,28,39,9079500,28.65,,
2596,2374867,28450847,2374867000,2845084700,2,37,4867000,-2.616666667,28,45,5084700,28.75,,
2597,02'11.7707',028'52.3906',2117707000,2852390600,2,11,7707000,-2.183333333,28,52,2390600,28.86666667,,
2598,02'12.0556',028'51.5342',2120556000,2851534200,2,12,556000,-2.2,28,51,1534200,28.85,,
2599,237.5379028,2844.781494,2375379028,2844781494,2,37,5379028,-2.616666667,28,44,4781494,28.73333333,,
2602,02'37.5705',028'45.0717,2375705000,2845071700,2,37,5705000,-2.616666667,28,45,5071700,28.75,,
2603,02'11.6233,028'51.0031,2116233000,2851003100,2,11,6233000,-2.183333333,28,51,1003100,28.85,,
2605,02'163069,02'8533171,2163069000,2853317100,2,16,3069000,-2.266666667,28,53,3317100,28.88333333,,
2607,2407373,28388777,2407373000,2838877700,2,40,7373000,-2.666666667,28,38,8877700,28.63333333,,
2608,2121166,22854806,2121166000,2285480600,2,12,1166000,-2.2,22,85,5480600,23.41666667,,
2613,02 17.0651,028 52. 7919,2170651000,2852791900,2,17,651000,-2.283333333,28,52,2791900,28.86666667,,
2615,237.4481964,2844.8819,2374481964,2844881900,2,37,4481964,-2.616666667,28,44,4881900,28.73333333,,
2621,2156645,28534853,2156645000,2853485300,2,15,6645000,-2.25,28,53,3485300,28.88333333,,
2622,237.4705963,2844.705078,2374705963,2844705078,2,37,4705963,-2.616666667,28,44,4705078,28.73333333,,
2624,02'40.7057',028'38.8984',2407057000,2838898400,2,40,7057000,-2.666666667,28,38,8898400,28.63333333,,
2626,02'42.0311,028'38.9834,2420311000,2838983400,2,42,311000,-2.7,28,38,8983400,28.63333333,,
2627,2015.9485,028 53.0100,2015948500,2853010000,2,1,5948500,-2.016666667,28,53,3010000,28.88333333,,
2627,2015.9485,028 53.0100,2159623000,2853169600,2,15,9623000,-2.25,28,53,3169600,28.88333333,,
2627,2159623,28531696,2015948500,2853010000,2,1,5948500,-2.016666667,28,53,3010000,28.88333333,,
2627,2159623,28531696,2159623000,2853169600,2,15,9623000,-2.25,28,53,3169600,28.88333333,,
2628,02'12.1793,028'52.5131,2121793000,2852513100,2,12,1793000,-2.2,28,52,2513100,28.86666667,,
2629,2112593,28518565,2112593000,2851856500,2,11,2593000,-2.183333333,28,51,1856500,28.85,,
2631,237.8168945,2844.775146,2378168945,2844775146,2,37,8168945,-2.616666667,28,44,4775146,28.73333333,,
2633,02'38.0009',028'44.8468',2380009000,2844846800,2,38,9000,-2.633333333,28,44,4846800,28.73333333,,
2635,02 38 0268,028 45 0019,2380268000,2845001900,2,38,268000,-2.633333333,28,45,5001900,28.75,,
2636,241.9176025,2839.053223,2419176025,2839053223,2,41,9176025,-2.683333333,28,39,9053223,28.65,,
2638,02 11.5620,028. 50. 5917,2115620000,2850591700,2,11,5620000,-2.183333333,28,50,591700,28.83333333,,
2639,02  37  6392,028  45  1387,2376392000,2845138700,2,37,6392000,-2.616666667,28,45,5138700,28.75,,
2640,2418733,28389029,2418733000,2838902900,2,41,8733000,-2.683333333,28,38,8902900,28.63333333,,
2642,2372440,28453454,2372440000,2845345400,2,37,2440000,-2.616666667,28,45,5345400,28.75,,
2643,2370404,28454223,2370404000,2845422300,2,37,404000,-2.616666667,28,45,5422300,28.75,,
2644,212.2631989,2851.929199,2122631989,2851929199,2,12,2631989,-2.2,28,51,1929199,28.85,,
2645,02 16 .2726,028 53 1054,2162726000,2853105400,2,16,2726000,-2.266666667,28,53,3105400,28.88333333,,
2647,2418185,28384183,2418185000,2838418300,2,41,8185000,-2.683333333,28,38,8418300,28.63333333,,
2652,2419512,28389467,2419512000,2838946700,2,41,9512000,-2.683333333,28,38,8946700,28.63333333,,
2655,21.47888,17'12588 767,2147888000,1712588767,2,14,7888000,-2.233333333,17,12,2588767,17.2,,
2656,241.4452972,2839.112793,2414452972,2839112793,2,41,4452972,-2.683333333,28,39,9112793,28.65,,
2658,02'40.8330',028'38.7743',2408330000,2838774300,2,40,8330000,-2.666666667,28,38,8774300,28.63333333,,
2661,2371532,28450753,2371532000,2845075300,2,37,1532000,-2.616666667,28,45,5075300,28.75,,
2662,502158700,28531329,2158700000,2853132900,2,15,8700000,-2.25,28,53,3132900,28.88333333,,
2665,211.7646,2851.1975,2117646000,2851197500,2,11,7646000,-2.183333333,28,51,1197500,28.85,,
2666,21715570,28526797,2171557000,2852679700,2,17,1557000,-2.283333333,28,52,2679700,28.86666667,,
2668,237347,28448966,2373470000,2844896600,2,37,3470000,-2.616666667,28,44,4896600,28.73333333,,
2669,2173969,28526610,2173969000,2852661000,2,17,3969000,-2.283333333,28,52,2661000,28.86666667,,
2673,211.7151031,2851.012207,2117151031,2851012207,2,11,7151031,-2.183333333,28,51,1012207,28.85,,
2674,2110815,28518398,2110815000,2851839800,2,11,815000,-2.183333333,28,51,1839800,28.85,,
2675,02'12.0035',028'51.4986',2120035000,2851498600,2,12,35000,-2.2,28,51,1498600,28.85,,
2676,02'37.1739,028'44.8592,2371739000,2844859200,2,37,1739000,-2.616666667,28,44,4859200,28.73333333,,
2677,2419927,28388675,2419927000,2838867500,2,41,9927000,-2.683333333,28,38,8867500,28.63333333,,
2747,,,0,0,0,0,0,0,0,0,0,0,,
11111,02'41.1863',028'39.2697',2411863000,2839269700,2,41,1863000,-2.683333333,28,39,9269700,28.65,,
22360,,,0,0,0,0,0,0,0,0,0,0,,
